R01035,R01235,R01239,R01585F,R01589,R01625,R01670,R01700J,R01710A,R01815
"('98,0987', 'Фунт стерлингов Соединенного королевства')","('74,2947', 'Доллар США')","('83,6187', 'Евро')","('16,8951', 'Румынский лей')","('103,9011', 'СДР (специальные права заимствования)')","('54,3011', 'Сингапурский доллар')","('65,8058', 'Таджикских сомони')","('42,4692', 'Турецких лир')","('21,2574', 'Новый туркменский манат')","('62,3340', 'Вон Республики Корея')"
